						
						
						
Остатки ТМЦ на складах						
На дату: 24.08.20						
По всем фирмам. По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Тройник 3/4 ш/ш/ш LexLine уп.10шт. 91680 199		шт	390.00	3.000	1'170.00	
Тройник 32 Valfex 1/75/15  2862 89071 200		шт	35.00	12.000	420.00	
Тройник AQUALINK 20х20x20  00171		шт	285.00	9.000	2'565.00	
Тройник AQUALINK 20х20x20  00171 ц/ц/ц		шт	145.00	9.000	1'305.00	
Тройник комб. гайка 20*1/2*20 ПОЛИТЭК  514544		шт	45.00	2.000	90.00	
Тройник комб. гайка. 20*3/4*20  Valfex  2867 89073 204		шт	60.00	8.000	480.00	
Тройник комб. гайка. 25*1/2*25  Valfex  2868 2868 205		шт	40.00	7.000	280.00	
Тройник комб. гайка. 25*3/4*25  Valfex  2869 2869 206		шт	45.00	9.000	405.00	
Тройник комб. штуцер 20*3/4*20  Valfex  2873 2873 208		шт	76.00	5.000	380.00	
Тройник комб. штуцер 25*1/2*25  Valfex  2874 2874 209		шт	50.00	2.000	100.00	
Тройник комб. штуцер 25*1/2*25  Valfex  2874 2874 209		шт	65.00	5.000	325.00	
Тройник комб. штуцер 25*3/4*25  Valfex  2875 90953 210		шт	80.00	3.000	240.00	
Тройник переходной 25*20*20 Valfex 1/200/50/25м  2879 89873 211		шт	13.00	7.000	91.00	
Тройник переходной 25*20*25 Valfex 1/200/40/25м  2880 89874 212		шт	20.00	7.000	140.00	
Угол 32 *32 латунь Ц/Ц 021554		шт	220.00	1.000	220.00	
Уголок 1 ш/ш ЛАТ LEXLINE 25 516608 221		шт	142.00	2.000	284.00	
Уголок 1/2 г/ш ЛАТ Lexline 15 уп.15шт. 511777 223		шт	110.00	2.000	220.00	
Уголок 1/2 г/ш с креплением  AQUALINK уп.12шт. 87689 224		шт	130.00	2.000	260.00	
Уголок 1/2 ш/ш  FORTUM 1/10/200 361593		шт	50.00	1.000	50.00	
Уголок 1/2 ш/ш  FORTUM 1/10/200 361593		шт	110.00	2.000	220.00	
Уголок 1/2*20 г/ц LTM уп.10шт. 320252 229		шт	90.00	3.000	270.00	
Уголок 1/2*20 г/ц с креплением LTM уп.10шт 320253 230		шт	113.00	6.000	678.00	
Уголок 1/2*20 ш/ц LTM уп.10шт. 320254 231		шт	83.00	5.000	415.00	
Уголок 16*3/4 ц/г LTM уп.10шт. 53912 233		шт	83.00	2.000	166.00	
Уголок 25 90 град.г/ш Valfex 1/200/50  2724 90956 242		шт	12.00	4.000	48.00	
Уголок 3/4 г/г LTM/FORTUM уп.10шт.		шт	85.00	6.000	510.00	
Уголок 3/4 г/г LTM/FORTUM уп.10шт.		шт	95.00	1.000	95.00	
Уголок 3/4 г/г ЛАТ LEXLINE 20 уп.10шт. 511778 243		шт	125.00	6.000	750.00	
Уголок комб. гайка 20*3/4  Valfex  2726 2726 248		шт	60.00	7.000	420.00	
Уголок комб. гайка 25*1/2 Valfex  2727 90974 249		шт	60.00	14.000	840.00	
Уголок комб. гайка 25*3/4 Valfex  2728 2728 250		шт	45.00	9.000	405.00	
Уголок комб. штуцер 20*1/2  ПОЛИТЭК белый 1/50/150 515194		шт	45.00	4.000	180.00	
Уголок комб. штуцер 20*1/2  ПОЛИТЭК белый 1/50/150 515194		шт	65.00	6.000	390.00	
Уголок комб. штуцер 20*3/4  Valfex 2732 90957 253		шт	61.00	7.000	427.00	
Уголок комб. штуцер 25*1/2  Valfex 2733 90975 254		шт	44.00	5.000	220.00	
Уголок комб. штуцер 25*3/4  Valfex 2734 90976 255		шт	56.00	7.000	392.00	
Уголок комб. штуцер 32*1  Valfex 2736 уп.10шт 2736 256		шт	92.00	4.000	368.00	
Уголок переходной 25-20 90 град. Valfex 1/200/50 2737 257		шт	14.00	5.000	70.00	
Уголок переходной 32*20 90гр.вн/вн 0015081		шт	25.00	6.000	150.00	
Уголок переходной 32*25 90гр.вн/вн 0015082		шт	25.00	2.000	50.00	
Умывальник мебельный Арго-60 белый кат.1		шт	1'690.00	1.000	1'690.00	
Умывальник Радиан угловой с 1 отверс. 33см г.Воротынск		шт	1'100.00	1.000	1'100.00	
Умывальник-тюльпан Соната  белый (ум.Саната+ пъед.Саната) 53см  г.Воротынск		шт	2'600.00	1.000	2'600.00	
Унитаз-компакт Суперкомпакт белый,с арматурой,с сиденьем (г.Ст.Оскол) 514280 8		шт	4'900.00	1.000	4'900.00	
Фильтр косой внут/внут 25 Valfex 1/40/10  2906 90724 265		шт	102.00	10.000	1'020.00	
Футорка 1-1 1/4 г/ш		шт	160.00	6.000	960.00	
Футорка 3/8 г-1/2ш  г/ш		шт	25.00	7.000	175.00	
Футорка 3/8 г-1/2ш  г/ш		шт	60.00	5.000	300.00	
ХОМУТ   винтовой 100-120 нерж. / оцинков. MGF /  DIN3017		шт	40.00	5.000	200.00	
ХОМУТ  140-160 мм.оцинков. MGF		шт	50.00	4.000	200.00	
ХОМУТ  80- 100 мм.оцинков. MGF		шт	40.00	5.000	200.00	
Хомут 120-140 червячный оцинкованный /9мм/ MGF W1 уп.25шт MGF		шт	50.00	5.000	250.00	
Шкаф навесной "Радуга-46" ПВХ белый 522473		шт	4'090.00	1.000	4'090.00	
Штуцер под шланг наруж.р  F  1/2'' x 18 мм		шт	70.00	5.000	350.00	
Штуцер под шланг наруж.р  F  1/2'' x 18 мм		шт	90.00	1.000	90.00	
Штуцер под шланг с внутр.рез. 1/2 х 16мм CTM CRSF1216 CRSF1216		шт	55.00	15.000	825.00	
ATLANTA Машинка д/стрижки ATH-6880 (9 Вт, 4 насадки)		шт	650.00	1.000	650.00	
ATLANTA Чайник ATH-2430 дисковый (металлический) (1500 Вт, 2 л		шт	990.00	1.000	990.00	
ATLANTA Чайник ATH-2431 электрический чайник		шт	790.00	1.000	790.00	
ATLANTA Чайник ATH-2463 дисковый (стекло) (1700 Вт, 1,5 л		шт	1'380.00	1.000	1'380.00	
BEKKER  Термокружка ВК-4347/ВК-4348  0,45л		шт	490.00	1.000	490.00	
BEKKER  Термокружка ВК-4349  0,45л		шт	530.00	1.000	530.00	
BEKKER  Термокружка ВК-4358  /ВК-4359   0,45л		шт	430.00	2.000	860.00	
BEKKER Сахарница BK-8108		шт	580.00	1.000	580.00	
BOHMANN Сито-кружка BH-7741 450г		шт	280.00	1.000	280.00	
LORAINE Набор детский LR-26097ЛЕВ/LR-27338БЕЛОСНЕЖКА Россия		шт	480.00	1.000	480.00	
LORAINE Набор чашек LR-27870 4предм,2чашки+2блюдца		шт	490.00	1.000	490.00	
Pomi d"Oro Сковорода F2449 Azzurro		шт	850.00	1.000	850.00	
Pomi d"Oro Часы настенные PAL-485016		шт	590.00	1.000	590.00	
RCE-710005 Подставка под зубные щетки		шт	160.00	2.000	320.00	
ROS Вешалка JCH-7238 (6 крючков)		шт	135.00	1.000	135.00	
ROS Вешалка JCH-7292 (5 крючков)		шт	95.00	2.000	190.00	
ROS Держатель д/полотенеца JCH-7294 размеры 19 х 16 х 5 см		шт	240.00	1.000	240.00	
ROS Держатель д/туал. бумаги JCH-78102 размеры 17 х 14.3 х 9 см		шт	115.00	2.000	230.00	
ROS Лопатка универсальная 3877		шт	390.00	1.000	390.00	
ROS Набор для ванной комнаты RPL-350015		шт	390.00	1.000	390.00	
ROS Набор крючков RWR-280014-5 /280015-5 для рейлинга		шт	115.00	3.000	345.00	
ROS набор салатников 1223-588		шт	80.00	4.000	320.00	
ROS Подставка под губку RCE-380181-NY		шт	190.00	1.000	190.00	
ROS Подставка под губку RCE-380183-NY		шт	190.00	1.000	190.00	
ROS Полка 7689-B (3-ярусная угловая )		шт	730.00	2.000	1'460.00	
ROS Полка 7689-W (3-ярусная угловая )		шт	670.00	2.000	1'340.00	
ROS Полка JCH-7563 (2-яр.угл.) 33.5*21.0*31.3 см.(стекло белое/розовое/голубое)		шт	590.00	2.000	1'180.00	
ROS Полка JCH-7563 (2-яр.угл.) 33.5*21.0*31.3 см.(стекло белое/розовое/голубое)		шт	650.00	1.000	650.00	
ROS Салфетница R-8553		шт	190.00	1.000	190.00	
ROS Салфетница RWR-135008  13 х 4.5 х 9 см		шт	80.00	2.000	160.00	
ROS Салфетница RWR-135016		шт	75.00	1.000	75.00	
ROS Салфетница RWR-135016		шт	90.00	1.000	90.00	
ROS Чайный набор RCE-115007-KR		шт	390.00	1.000	390.00	
ROS Штора RPE-730012 для ванной комнаты		шт	290.00	1.000	290.00	
ROS Этажерка RPL-380006-2 Cian (2-ярусная прямоугольная)		шт	360.00	1.000	360.00	
ROS Этажерка RPL-380006-2 White (2-ярусная прямоугольная)		шт	310.00	1.000	310.00	
ROS Этажерка RPL-380006-2 White (2-ярусная прямоугольная)		шт	360.00	1.000	360.00	
ROSENBERG  подставка под бумажное полотенце  JCH7715/7703		шт	290.00	1.000	290.00	
ROSENBERG Вешалка на дверь RUS-355009		шт	325.00	2.000	650.00	
ROSENBERG Держатель д/туал. бумаги RWR-375001		шт	250.00	1.000	250.00	
ROSENBERG Колба для френч-пресса RGL-660000-S (350 мл)		шт	105.00	1.000	105.00	
ROSENBERG крючок тройной JCH-7378		шт	100.00	4.000	400.00	
ROSENBERG Подсвечник S-4532/4538/4552/4556/4564		шт	290.00	10.000	2'900.00	
ROSENBERG Подсвечник S-4591/4593/4595/4606/4610 45,,/46,,		шт	290.00	7.000	2'030.00	
ROSENBERG полка  JCH-7533/ JCH-7534		шт	450.00	1.000	450.00	
ROSENBERG полка  JCH-7564 2-х ярусная Синяя 7564		шт	590.00	1.000	590.00	
ROSENBERG полка  JCH-830		шт	490.00	1.000	490.00	
ROSENBERG полка RUS-385003-3		шт	650.00	1.000	650.00	
ROSENBERG полка RUS-385035-3		шт	435.00	2.000	870.00	
ROSENBERG Рейлинг  RSS-280022-M		шт	610.00	1.000	610.00	
ROSENBERG Рейлинг  RSS-280026-XL		шт	775.00	1.000	775.00	
ROSENBERG Штора  для ванной комнаты RPE-730009/ 730010 /730011 730009/ 730010/ 730011		шт	290.00	3.000	870.00	
ROSENBERG Штора  для ванной комнаты RPE-730018/ 730209 /7302198/730220		шт	430.00	3.000	1'290.00	
ROSENBERG Штора  для ванной комнаты RPE-730202/730204		шт	410.00	2.000	820.00	
ROSENBERG Штора  для ванной комнаты RPE-730218		шт	440.00	1.000	440.00	
ROSENBERG Этажерка RPL-380005-2 Blue(2-ярусная угловая) 27.5 х 27.5 х 34 см голубой RPL-380005-2		шт	360.00	1.000	360.00	
ROSENBERG Этажерка RPL-380005-2 White(2-ярусная угловая) 27.5 х 27.5 х 34 см ROSENBERG		шт	360.00	1.000	360.00	
ROSENBERG Этажерка RPL-380005-3 (3-яр. угловая) 27.5 х 27.5 х 59 см. голубая RPL-380005-3		шт	425.00	2.000	850.00	
WELLBERG Чайник мет. WB-6182 (2,0л) со свистком		шт	490.00	1.000	490.00	
АКСИОН Переходник		шт	50.00	1.000	50.00	
ВАСЕЛИСА Весы напольные АТН-4007(Букет ромашек) электронные		шт	830.00	1.000	830.00	
Люстра 3575/4 JM (4)		шт	2'560.00	1.000	2'560.00	
Люстра 53471/3 АN WT		шт	920.00	1.000	920.00	
РУБИН Будильник  Б5-002/003 /004/005  В6-004/005/006/007/010/011		шт	210.00	1.000	210.00	
Свет-к потолочный 51067,01,01,02(4) 181005/Светильн.потолочн.55001 с МИРА		шт	1'290.00	1.000	1'290.00	
Свет-к потолочный 51067,01,01,02(4) 181005/Светильн.потолочн.55001 с МИРА		шт	2'200.00	1.000	2'200.00	
Светильник потолочный "Конус" 2 (цепь) (РОССИЯ) 120023		шт	650.00	1.000	650.00	
Светильник потолочный "Онли"цепь		шт	670.00	1.000	670.00	
Эффект крем для ног смягчающий 80г		шт	115.00	4.000	460.00	
0037Дорко станок+2лезвия/6002 Станок+3 лезвия		шт	140.00	4.000	560.00	
0071Чистин  ЧПорошок В АССОРТ, 400г		шт	50.00	15.000	750.00	
0216 ЧИСТЮЛЯ Перчатки резин.В АССОРТ.		шт	80.00	1.000	80.00	
0221 ЧС Санрос турбо 1кг 0221		шт	110.00	2.000	220.00	
0228 Губка д/тела IKEEP TALIA Талия/36		шт	35.00	1.000	35.00	
0322 АИСТ Санокс Вишневый сад 750мл.		шт	100.00	3.000	300.00	
0476 ЧИСТЮЛЯ Пакеты д/мусора прочные в рулоне 30л. 30шт		шт	50.00	4.000	200.00	
0478 / 0462  ЧИСТЮЛЯ  Салфетки вискоза 34*38/5шт./10шт.		шт	115.00	1.000	115.00	
0581 VANISH Gold OXI Увлажн.порошок для чистки ковров 650гр.		шт	295.00	1.000	295.00	
0712 ЧИСТЮЛЯ Салфетки "Окно за 15 минут" 2 шт/48 0712 / С2302		шт	225.00	2.000	450.00	
0763 Рефтамид Максимум Анти Мошка/Комар/Клещ 100мл		шт	135.00	2.000	270.00	
10402 НК Мыло Новое Вазелиновое в об. 90 гр		шт	30.00	5.000	150.00	
10571 НК Мыло Серное в об.90гр.		шт	35.00	1.000	35.00	
10572 НК Мыло Борное в об.90гр.		шт	30.00	1.000	30.00	
10572 НК Мыло Борное в об.90гр.		шт	35.00	2.000	70.00	
1401 СОРТИ автомат 350гр. СМС Колор		шт	50.00	1.000	50.00	
1409 СОРТИ 350гр. СМС супер - эконом		шт	45.00	4.000	180.00	
1724 ЧЛ Мицеллярная вода 3в1 для всех типов кожи 100мл/400мл		шт	270.00	1.000	270.00	
2076 НК Гель Детский д/посуды 500мл.		шт	95.00	1.000	95.00	
2597/2598 /2699  БАР.РУЧКИ Крем д/рук  В АССОРТ, 80мл		шт	80.00	2.000	160.00	
2597/2598 /2699  БАР.РУЧКИ Крем д/рук  В АССОРТ, 80мл		шт	90.00	1.000	90.00	
3138 /4043 ЗОЛУШКА д/мытья полов 500мл./16		шт	40.00	3.000	120.00	
3138 /4043 ЗОЛУШКА д/мытья полов 500мл./16		шт	50.00	1.000	50.00	
3138 /4043 ЗОЛУШКА д/мытья полов 500мл./16		шт	55.00	1.000	55.00	
3138 /4043 ЗОЛУШКА д/мытья полов 500мл./16		шт	60.00	1.000	60.00	
3185/ 3257/3258 ЗОЛУШКА "Чистые окна" смен.блок./триггер  500мл.		шт	40.00	3.000	120.00	
3691 ЧИСТ.ЛИНИЯ Шамп.Клевер д/окраш.волос.400мл бут		шт	88.00	1.000	88.00	
3731 Салфетка из вискозы для пола 50*60		шт	30.00	4.000	120.00	
